db_id,question,gold_sql,predicted_sql,execution_accuracy
pets_1,Find the first name and age of students who have a pet.,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid","SELECT S.Fname, S.Age
FROM Student S
INNER JOIN Has_Pet HP ON S.StuID = HP.StuID
INNER JOIN Pets P ON HP.PetID = P.PetID;",MISMATCH
pets_1,What are the different first names and ages of the students who do have pets?,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid","SELECT Student.Fname, Student.Age
FROM Student
INNER JOIN Has_Pet ON Student.StuID = Has_Pet.StuID
INNER JOIN Pets ON Has_Pet.PetID = Pets.PetID;",MISMATCH
pets_1,Find the id of the pet owned by student whose last name is ‘Smith’.,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',"SELECT Pets.PetID
FROM Student s
JOIN Has_Pet hp ON s.StuID = hp.StuID
WHERE s.LName = 'Smith';",PRED_FAIL: no such column: Pets.PetID
pets_1,What is the id of the pet owned by the student whose last name is 'Smith'?,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',"SELECT Pets.PetID
FROM Student s
JOIN Has_Pet hp ON s.StuID = hp.StuID
WHERE s.LName = 'Smith';",PRED_FAIL: no such column: Pets.PetID
pets_1,Find the number of pets for each student who has any pet and student id.,"SELECT count(*) ,  T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid","To find the number of pets for each student who has at least one pet, you can use a subquery to first identify the students who have pets, and then use a COUNT function to find the number of pets for each of those students. Here's the SQL query:

```sql
SELECT s.StuID, COUNT(p.PetID) as NumPets
FROM Student s
LEFT JOIN Has_Pet hp ON s.Stu","PRED_FAIL: near ""To"": syntax error"
pets_1,"For students who have pets , how many pets does each student have ? list their ids instead of names .","select count(*) ,  t1.stuid from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid group by t1.stuid","SELECT s.StuID, COUNT(hp.PetID) as NumPets
FROM Student s
JOIN Has_Pet hp ON s.StuID = hp.StuID
GROUP BY s.StuID;",MISMATCH
pets_1,Find the first name and gender of student who have more than one pet.,"SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1","SELECT Fname, Sex
FROM Student
WHERE StuID IN (
  SELECT StuID
  FROM Has_Pet
  GROUP BY StuID
  HAVING COUNT(*) > 1
);",MATCH
pets_1,What is the first name and gender of the all the students who have more than one pet?,"SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1","SELECT Fname, Sex
FROM Student
WHERE StuID IN (
  SELECT StuID
  FROM Has_Pet
  GROUP BY StuID
  HAVING COUNT(*) > 1
);",MATCH
pets_1,Find the last name of the student who has a cat that is age 3.,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat',"SELECT s.LName
FROM Student s
JOIN Has_Pet hp ON s.StuID = hp.StuID
JOIN Pets p ON hp.PetID = p.PetID
WHERE p.PetType = 'cat' AND p.pet_age = 3
ORDER BY s.StuID DESC
LIMIT 1;",MATCH
pets_1,What is the last name of the student who has a cat that is 3 years old?,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat',"SELECT s.LName
FROM Student s
JOIN Has_Pet hp ON s.StuID = hp.StuID
JOIN Pets p ON hp.PetID = p.PetID
WHERE p.pet_age = 3 AND p.PetType = 'cat';",MATCH
pets_1,Find the average age of students who do not have any pet .,select avg(age) from student where stuid not in (select stuid from has_pet),"To find the average age of students who do not have any pet, you can use a subquery to first identify the students who do not have any pet using a left join and then calculate the average age for those students. Here's the SQL query:

```sql
SELECT AVG(s.Age) AS avg_age
FROM Student s
WHERE s.StuID NOT IN (
  SELECT hp.StuID
  FROM","PRED_FAIL: near ""To"": syntax error"
pets_1,What is the average age for all students who do not own any pets ?,select avg(age) from student where stuid not in (select stuid from has_pet),"SELECT AVG(s.Age)
FROM Student s
WHERE s.StuID NOT IN (
  SELECT hp.StuID
  FROM Has_Pet hp
);",MATCH
car_1,How many continents are there?,SELECT count(*) FROM CONTINENTS;,SELECT COUNT(*) FROM continents;,MATCH
car_1,What is the number of continents?,SELECT count(*) FROM CONTINENTS;,SELECT COUNT(*) FROM continents;,MATCH
car_1,"How many countries does each continent have? List the continent id, continent name and the number of countries.","SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;","SELECT continents.ContId, continents.Continent, COUNT(countries.CountryId) as NumCountries
FROM continents
JOIN countries ON continents.ContId = countries.Continent
GROUP BY continents.ContId, continents.Continent;",MATCH
car_1,"For each continent, list its id, name, and how many countries it has?","SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;","SELECT continents.ContId, continents.Continent, COUNT(countries.CountryId) as NumCountries
FROM continents
JOIN countries ON continents.ContId = countries.Continent
GROUP BY continents.ContId, continents.Continent;",MATCH
car_1,How many countries are listed?,SELECT count(*) FROM COUNTRIES;,SELECT COUNT(*) FROM countries;,MATCH
car_1,How many countries exist?,SELECT count(*) FROM COUNTRIES;,SELECT COUNT(*) FROM countries;,MATCH
car_1,"How many models does each car maker produce? List maker full name, id and the number.","SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;","To get the number of models each car maker produces and their full names, you can use the following SQL query:

```sql
SELECT car_makers.FullName AS Maker_Full_Name, COUNT(DISTINCT model_list.Model) AS Number_Of_Models
FROM car_makers
JOIN car_makers car_makers_ml ON car_makers.Id = car_makers_ml.Maker
JOIN model_list","PRED_FAIL: near ""To"": syntax error"
car_1,"What is the full name of each car maker, along with its id and how many models it produces?","SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;","SELECT cm.Id AS CarMakerId, cm.FullName, COUNT(ml.ModelId) AS NumberOfModels
FROM car_makers cm
JOIN car_makers cm2 ON cm.Id = cm2.Maker -- self join to get full name from FullName column
JOIN model_list ml ON cm.Id = ml.Maker
GROUP BY cm.Id, cm.FullName;",MISMATCH
car_1,Which model of the car has the minimum horsepower?,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;,"To find the model with the minimum horsepower, you would first need to join the necessary tables to access the horsepower data. Here's the SQL query for that:

```sql
SELECT model_list.Model
FROM model_list
JOIN car_names ON model_list.Model = car_names.Model
JOIN cars_data ON car_names.MakeId = cars_data.Id
ORDER BY cars_data.Horsepower A","PRED_FAIL: near ""To"": syntax error"
car_1,What is the model of the car with the smallest amount of horsepower?,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;,"To find the model of the car with the smallest amount of horsepower, you can join the necessary tables and use a subquery to find the minimum horsepower value, and then use that value to find the corresponding model. Here's the SQL query:

```sql
SELECT m.Model
FROM car_names cn
JOIN model_list m ON cn.Model = m.Model
JOIN cars_data cd ON cn.MakeId = cd","PRED_FAIL: near ""To"": syntax error"
car_1,Find the model of the car whose weight is below the average weight.,SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA),"To find the model of the car whose weight is below the average weight, you can use the following SQL query:

```sql
SELECT model
FROM car_names
JOIN car_data ON car_names.MakeId = car_data.Id
GROUP BY model
HAVING AVG(weight) > (
  SELECT AVG(weight) FROM car_data
  WHERE weight IS NOT NULL
)
ORDER BY RAND()
LIMIT","PRED_FAIL: near ""To"": syntax error"
car_1,What is the model for the car with a weight smaller than the average?,SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA),"To find the model for the car with a weight smaller than the average weight of all cars in the database, you can use the following SQL query:

```sql
SELECT m.Model
FROM car_names m
JOIN cars_data c ON m.MakeId = c.Id
GROUP BY m.Model
HAVING AVG(c.Weight) > (
  SELECT AVG(Weight) FROM cars_data
  WHERE Weight < (","PRED_FAIL: near ""To"": syntax error"
car_1,Find the name of the makers that produced some cars in the year of 1970?,SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,"SELECT car_makers.FullName
FROM car_makers
JOIN car_names ON car_makers.Id = car_names.Maker
JOIN cars_data ON car_names.Model = cars_data.MakeId
WHERE cars_data.Year = 1970;",PRED_FAIL: no such column: car_names.Maker
car_1,What is the name of the different car makers who produced a car in 1970?,SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,"SELECT car_makers.FullName
FROM car_makers
JOIN car_names ON car_makers.Id = car_names.Maker
JOIN cars_data ON car_names.Model = cars_data.MakeId
WHERE cars_data.Year = 1970;",PRED_FAIL: no such column: car_names.Maker
car_1,Find the make and production time of the cars that were produced in the earliest year?,"SELECT T2.Make ,  T1.Year FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Year  =  (SELECT min(YEAR) FROM CARS_DATA);","To find the make and the earliest production year of cars in the database, you can use the following SQL query:

```sql
SELECT car_makers.FullName AS Make, MIN(cars_data.Year) AS ProductionYear
FROM car_makers
JOIN cars_data ON car_makers.Country = countries.CountryId
JOIN cars_data ON car_makers.Id = car_names.MakeId
JOIN model_list ON car","PRED_FAIL: near ""To"": syntax error"
car_1,What is the maker of the carr produced in the earliest year and what year was it?,"SELECT T2.Make ,  T1.Year FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Year  =  (SELECT min(YEAR) FROM CARS_DATA);","To find the maker of the car produced in the earliest year and the year itself, you can use the following SQL query:

```sql
SELECT car_makers.FullName AS Maker, cars_data.Year AS Year
FROM cars_data
JOIN car_names ON cars_data.Id = car_names.MakeId
JOIN model_list ON car_names.Model = model_list.Model
JOIN car_makers ON model_","PRED_FAIL: near ""To"": syntax error"
car_1,Which distinct car models are the produced after 1980?,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;,"SELECT DISTINCT model_list.Model
FROM model_list
JOIN car_names ON model_list.Model = car_names.Model
JOIN cars_data ON car_names.MakeId = cars_data.Id
WHERE cars_data.Year > 1980;",MATCH
car_1,What are the different models for the cards produced after 1980?,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;,"To find the different models for cars produced after 1980, you can join the necessary tables and filter the results based on the given condition. Here's the SQL query for that:

```sql
SELECT car_names.Model
FROM car_names
JOIN cars_data ON car_names.MakeId = cars_data.Id
JOIN model_list ON car_names.Model = model_list.Model
JOIN car_makers","PRED_FAIL: near ""To"": syntax error"
car_1,How many car makers are there in each continents? List the continent name and the count.,"SELECT T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.continent JOIN car_makers AS T3 ON T2.CountryId  =  T3.Country GROUP BY T1.Continent;","SELECT continents.Continent, COUNT(DISTINCT car_makers.Id) as NumMakers
FROM continents
JOIN countries ON continents.ContId = countries.ContinentId
JOIN car_makers ON countries.CountryId = car_makers.CountryId
GROUP BY continents.Continent;",PRED_FAIL: no such column: countries.ContinentId
car_1,What is the name of each continent and how many car makers are there in each one?,"SELECT T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.continent JOIN car_makers AS T3 ON T2.CountryId  =  T3.Country GROUP BY T1.Continent;","SELECT continents.Continent, COUNT(DISTINCT car_makers.Id) as NumCarMakers
FROM continents
JOIN countries ON continents.ContId = countries.Continent
JOIN car_makers ON countries.Country = car_makers.Country
GROUP BY continents.Continent;",PRED_FAIL: no such column: countries.Country
car_1,Which of the countries has the most car makers? List the country name.,SELECT T2.CountryName FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId GROUP BY T1.Country ORDER BY Count(*) DESC LIMIT 1;,"SELECT c.CountryName
FROM countries c
JOIN (
  SELECT Country, COUNT(*) as NumCarmakers
  FROM car_makers
  GROUP BY Country
  ORDER BY NumCarmakers DESC
  LIMIT 1
) cm ON c.CountryId = cm.Country;",MATCH
car_1,What is the name of the country with the most car makers?,SELECT T2.CountryName FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId GROUP BY T1.Country ORDER BY Count(*) DESC LIMIT 1;,"SELECT c.CountryName
FROM countries c
JOIN (
  SELECT Country, COUNT(*) as NumCarmakers
  FROM car_makers
  GROUP BY Country
  ORDER BY NumCarmakers DESC
  LIMIT 1
) cm ON c.CountryId = cm.Country;",MATCH
car_1,How many car models are produced by each maker ? Only list the count and the maker full name .,"select count(*) ,  t2.fullname from model_list as t1 join car_makers as t2 on t1.maker  =  t2.id group by t2.id;","SELECT cm.FullName, COUNT(ml.Model) as NumModels
FROM car_makers cm
JOIN model_list ml ON cm.Id = ml.Maker
GROUP BY cm.FullName;",MISMATCH
car_1,What is the number of car models that are produced by each maker and what is the id and full name of each maker?,"SELECT Count(*) ,  T2.FullName ,  T2.id FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id GROUP BY T2.id;","SELECT cm.Id AS MakerId, cm.FullName, COUNT(ml.Model) AS NumberOfModels
FROM car_makers cm
JOIN model_list ml ON cm.Id = ml.Maker
GROUP BY cm.Id, cm.FullName;",MISMATCH
car_1,What is the accelerate of the car make amc hornet sportabout (sw)?,SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';,"To find the accelerate of the car make ""AMC Hornet Sportabout (SW)"", you would first need to identify the MakeId associated with this car make, and then use that MakeId to query the cars_data table for the accelerate value. Here's the SQL query for that:

```sql
SELECT Accelerate
FROM cars_data
INNER JOIN car_names ON cars_data.Id = car_names.MakeId
IN","PRED_FAIL: near ""To"": syntax error"
car_1,How much does the car accelerate that makes amc hornet sportabout (sw)?,SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';,"To find the acceleration of the car with the make ""AMC Hornet Sportabout (SW)"", you would first need to find the MakeId associated with this car make, and then use that MakeId to query the cars_data table for the acceleration value. Here's the SQL query for that:

```sql
SELECT Accelerate
FROM cars_data
INNER JOIN car_names ON cars_data.Id = car_names.MakeId","PRED_FAIL: near ""To"": syntax error"
car_1,How many car makers are there in france?,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';,SELECT COUNT(*) FROM car_makers WHERE Country = (SELECT CountryName FROM countries WHERE CountryName = 'France');,MISMATCH
car_1,What is the number of makers of care in France?,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';,"SELECT COUNT(DISTINCT car_makers.Maker)
FROM car_makers
JOIN countries ON car_makers.Country = countries.CountryName
WHERE countries.Country = 'France';",PRED_FAIL: no such column: countries.Country
car_1,How many car models are produced in the usa?,SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';,"To find the number of car models produced in the USA, you can join the necessary tables and filter by the country 'USA' in the continents and countries table. Here's the SQL query:

```sql
SELECT COUNT(DISTINCT m.Model)
FROM model_list m
JOIN car_makers c ON m.Maker = c.Id
JOIN countries co ON c.Country = co.CountryName
JOIN continents","PRED_FAIL: near ""To"": syntax error"
